unidade;servicos;mes_ano;total
PROCON BALSAS;2ª VIA DE FATURA;2025-04;61
PROCON BALSAS;2ª VIA DE FATURA;2025-05;14
PROCON BALSAS;2ª VIA DE FATURA;2025-06;22
PROCON BALSAS;2ª VIA DE FATURA;2025-07;31
PROCON BALSAS;2ª VIA DE FATURA;2025-08;52
PROCON BALSAS;2ª VIA DE FATURA;2025-09;39
PROCON BALSAS;2ª VIA DE FATURA;2025-10;36
PROCON BALSAS;ALTERAÇÃO CADASTRAL;2023-01;3
PROCON BALSAS;ALTERAÇÃO CADASTRAL;2023-05;4
PROCON BALSAS;ALTERAÇÃO CADASTRAL;2023-06;3
PROCON BALSAS;ALTERAÇÃO CADASTRAL;2023-07;5
PROCON BALSAS;ALTERAÇÃO CADASTRAL;2023-08;3
PROCON BALSAS;ALTERAÇÃO CADASTRAL;2023-09;2
PROCON BALSAS;ALTERAÇÃO CADASTRAL;2023-11;6
PROCON BALSAS;ALTERAÇÃO CADASTRAL;2023-12;13
PROCON BALSAS;ALTERAÇÃO CADASTRAL;2024-01;7
PROCON BALSAS;ALTERAÇÃO CADASTRAL;2024-02;5
PROCON BALSAS;ALTERAÇÃO CADASTRAL;2024-03;3
PROCON BALSAS;ALTERAÇÃO CADASTRAL;2024-04;1
PROCON BALSAS;ALTERAÇÃO CADASTRAL;2024-05;5
PROCON BALSAS;ALTERAÇÃO CADASTRAL;2024-06;7
PROCON BALSAS;ALTERAÇÃO CADASTRAL;2024-08;4
PROCON BALSAS;ALTERAÇÃO CADASTRAL;2024-09;3
PROCON BALSAS;ALTERAÇÃO CADASTRAL;2024-10;8
PROCON BALSAS;ALTERAÇÃO CADASTRAL;2024-11;3
PROCON BALSAS;ALTERAÇÃO CADASTRAL;2025-01;4
PROCON BALSAS;ALTERAÇÃO CADASTRAL;2025-02;1
PROCON BALSAS;ALTERAÇÃO CADASTRAL;2025-03;1
PROCON BALSAS;ALTERAÇÃO CADASTRAL;2025-04;2
PROCON BALSAS;ALTERAÇÃO CADASTRAL;2025-06;1
PROCON BALSAS;ALTERAÇÃO CADASTRAL;2025-09;2
PROCON BALSAS;APOIO AO CREDENCIADO;2023-02;1
PROCON BALSAS;APOIO AO CREDENCIADO;2023-04;1
PROCON BALSAS;APOIO AO CREDENCIADO;2023-05;1
PROCON BALSAS;APOIO AO CREDENCIADO;2023-06;1
PROCON BALSAS;ATENDIMENTO EXPRESSO;2023-01;13
PROCON BALSAS;ATENDIMENTO EXPRESSO;2023-02;1
PROCON BALSAS;ATENDIMENTO EXPRESSO;2023-04;1
PROCON BALSAS;ATENDIMENTO EXPRESSO;2023-07;1
PROCON BALSAS;ATENDIMENTO EXPRESSO;2023-11;1
PROCON BALSAS;ATENDIMENTO REALIZADO EM CONTINGÊNCIA.;2023-11;1
PROCON BALSAS;ATENDIMENTO REALIZADO EM CONTINGÊNCIA.;2023-12;2
PROCON BALSAS;ATENDIMENTO REALIZADO NA TRIAGEM;2023-04;2
PROCON BALSAS;ATENDIMENTO REALIZADO NA TRIAGEM;2023-11;7
PROCON BALSAS;ATENDIMENTO REALIZADO NA TRIAGEM;2024-04;1
PROCON BALSAS;CADASTRO BAIXA RENDA;2023-01;4
PROCON BALSAS;CADASTRO BAIXA RENDA;2023-03;2
PROCON BALSAS;CANCELAMENTO ATIVIDADE ACESSORIAS;2023-07;1
PROCON BALSAS;CANCELAMENTO ATIVIDADE ACESSORIAS;2023-09;2
PROCON BALSAS;CANCELAMENTO ATIVIDADE ACESSORIAS;2023-10;1
PROCON BALSAS;CANCELAMENTO ATIVIDADE ACESSORIAS;2023-11;2
PROCON BALSAS;CANCELAMENTO ATIVIDADE ACESSORIAS;2024-01;1
PROCON BALSAS;CONSULTAS DE DEBITOS;2025-02;1
PROCON BALSAS;CONSULTAS DE DEBITOS;2025-03;4
PROCON BALSAS;DANOS ELÉTRICOS;2025-07;1
PROCON BALSAS;DESLIGAMENTO PROGRAMADO;2023-01;1
PROCON BALSAS;DESLIGAMENTO PROGRAMADO;2023-02;1
PROCON BALSAS;DESLIGAMENTO PROGRAMADO;2023-03;2
PROCON BALSAS;DESLIGAMENTO PROGRAMADO;2023-04;4
PROCON BALSAS;DESLIGAMENTO PROGRAMADO;2023-06;1
PROCON BALSAS;DESLIGAMENTO PROGRAMADO;2023-08;1
PROCON BALSAS;DESLIGAMENTO PROGRAMADO;2023-11;1
PROCON BALSAS;DESLIGAMENTO PROGRAMADO;2023-12;7
PROCON BALSAS;DESLIGAMENTO PROGRAMADO;2024-01;5
PROCON BALSAS;DESLIGAMENTO PROGRAMADO;2024-02;2
PROCON BALSAS;DESLIGAMENTO PROGRAMADO;2024-03;1
PROCON BALSAS;DESLIGAMENTO PROGRAMADO;2024-04;1
PROCON BALSAS;DESLIGAMENTO PROGRAMADO;2024-05;3
PROCON BALSAS;DESLIGAMENTO PROGRAMADO;2024-12;1
PROCON BALSAS;DESLIGAMENTO PROGRAMADO;2025-01;1
PROCON BALSAS;DESLIGAMENTO PROGRAMADO;2025-03;1
PROCON BALSAS;DESLIGAMENTO PROGRAMADO;2025-04;1
PROCON BALSAS;DESLIGAMENTO PROGRAMADO;2025-09;1
PROCON BALSAS;DESLIGAMENTO PROGRAMADO;2025-10;1
PROCON BALSAS;DESLOCAMENTO DE RAMAL;2024-07;1
PROCON BALSAS;DEVOLUÇÃO DE CRÉDITO;2023-03;1
PROCON BALSAS;DEVOLUÇÃO DE CRÉDITO;2023-04;1
PROCON BALSAS;FATURA POR E-MAIL;2025-03;1
PROCON BALSAS;FISCALIZAÇÃO DE SERVIÇOS;2025-06;1
PROCON BALSAS;FORNECIMENTO DOCUMENTO AO CLIENTE;2023-01;2
PROCON BALSAS;FORNECIMENTO DOCUMENTO AO CLIENTE;2024-06;1
PROCON BALSAS;INFORMAÇÕES SOBRE PRAZOS;2025-02;1
PROCON BALSAS;LIGAÇÃO NOVA;2023-01;14
PROCON BALSAS;LIGAÇÃO NOVA;2023-02;8
PROCON BALSAS;LIGAÇÃO NOVA;2023-03;10
PROCON BALSAS;LIGAÇÃO NOVA;2023-04;8
PROCON BALSAS;LIGAÇÃO NOVA;2023-05;1
PROCON BALSAS;LIGAÇÃO NOVA;2023-06;4
PROCON BALSAS;LIGAÇÃO NOVA;2023-07;3
PROCON BALSAS;LIGAÇÃO NOVA;2023-08;2
PROCON BALSAS;LIGAÇÃO NOVA;2023-09;2
PROCON BALSAS;LIGAÇÃO NOVA;2023-10;4
PROCON BALSAS;LIGAÇÃO NOVA;2023-11;7
PROCON BALSAS;LIGAÇÃO NOVA;2023-12;10
PROCON BALSAS;LIGAÇÃO NOVA;2024-01;9
PROCON BALSAS;LIGAÇÃO NOVA;2024-02;5
PROCON BALSAS;LIGAÇÃO NOVA;2024-03;2
PROCON BALSAS;LIGAÇÃO NOVA;2024-04;9
PROCON BALSAS;LIGAÇÃO NOVA;2024-05;5
PROCON BALSAS;LIGAÇÃO NOVA;2024-06;6
PROCON BALSAS;LIGAÇÃO NOVA;2024-08;5
PROCON BALSAS;LIGAÇÃO NOVA;2024-09;5
PROCON BALSAS;LIGAÇÃO NOVA;2024-10;2
PROCON BALSAS;LIGAÇÃO NOVA;2024-12;1
PROCON BALSAS;LIGAÇÃO NOVA;2025-01;2
PROCON BALSAS;LIGAÇÃO NOVA;2025-02;3
PROCON BALSAS;LIGAÇÃO NOVA;2025-03;4
PROCON BALSAS;LIGAÇÃO NOVA;2025-04;3
PROCON BALSAS;LIGAÇÃO NOVA;2025-07;2
PROCON BALSAS;LIGAÇÃO NOVA;2025-08;1
PROCON BALSAS;LIGAÇÃO NOVA;2025-09;2
PROCON BALSAS;LIGAÇÃO NOVA;2025-10;4
PROCON BALSAS;LIGAÇÃO PROVISÓRIA;2023-05;1
PROCON BALSAS;LIGAÇÃO PROVISÓRIA;2023-06;2
PROCON BALSAS;LIGAÇÃO PROVISÓRIA;2023-09;1
PROCON BALSAS;LIGAÇÃO PROVISÓRIA;2024-03;1
PROCON BALSAS;MUDANÇA DE MEDIDOR DE LOCAL;2023-01;1
PROCON BALSAS;MUDANÇA DE MEDIDOR DE LOCAL;2023-02;2
PROCON BALSAS;MUDANÇA DE MEDIDOR DE LOCAL;2023-03;2
PROCON BALSAS;MUDANÇA DE MEDIDOR DE LOCAL;2023-04;1
PROCON BALSAS;MUDANÇA DE MEDIDOR DE LOCAL;2023-05;2
PROCON BALSAS;MUDANÇA DE MEDIDOR DE LOCAL;2023-06;3
PROCON BALSAS;MUDANÇA DE MEDIDOR DE LOCAL;2023-10;2
PROCON BALSAS;MUDANÇA DE MEDIDOR DE LOCAL;2023-11;2
PROCON BALSAS;MUDANÇA DE MEDIDOR DE LOCAL;2023-12;2
PROCON BALSAS;MUDANÇA DE MEDIDOR DE LOCAL;2024-02;2
PROCON BALSAS;MUDANÇA DE MEDIDOR DE LOCAL;2024-05;4
PROCON BALSAS;MUDANÇA DE MEDIDOR DE LOCAL;2024-06;2
PROCON BALSAS;MUDANÇA DE MEDIDOR DE LOCAL;2024-07;2
PROCON BALSAS;MUDANÇA DE MEDIDOR DE LOCAL;2024-10;3
PROCON BALSAS;MUDANÇA DE MEDIDOR DE LOCAL;2024-12;1
PROCON BALSAS;OUTRAS INF. AO CLIENTE;2023-01;77
PROCON BALSAS;OUTRAS INF. AO CLIENTE;2023-02;52
PROCON BALSAS;OUTRAS INF. AO CLIENTE;2023-04;13
PROCON BALSAS;OUTRAS INF. AO CLIENTE;2023-05;20
PROCON BALSAS;OUTRAS INF. AO CLIENTE;2023-06;18
PROCON BALSAS;OUTRAS INF. AO CLIENTE;2023-07;25
PROCON BALSAS;OUTRAS INF. AO CLIENTE;2023-08;27
PROCON BALSAS;OUTRAS INF. AO CLIENTE;2023-09;28
PROCON BALSAS;OUTRAS INF. AO CLIENTE;2023-10;19
PROCON BALSAS;OUTRAS INF. AO CLIENTE;2023-11;2
PROCON BALSAS;OUTRAS INF. AO CLIENTE;2024-06;1
PROCON BALSAS;OUTRAS INF. AO CLIENTE;2025-04;1
PROCON BALSAS;OUTRAS INF. AO CLIENTE;2025-06;1
PROCON BALSAS;OUTRAS INF. AO CLIENTE;2025-09;1
PROCON BALSAS;PAGAMENTO DE FATURA EM POS;2023-01;21
PROCON BALSAS;PAGAMENTO DE FATURA EM POS;2023-02;7
PROCON BALSAS;PAGAMENTO DE FATURA EM POS;2023-03;16
PROCON BALSAS;PAGAMENTO DE FATURA EM POS;2023-04;16
PROCON BALSAS;PAGAMENTO DE FATURA EM POS;2023-05;14
PROCON BALSAS;PAGAMENTO DE FATURA EM POS;2023-06;8
PROCON BALSAS;PAGAMENTO DE FATURA EM POS;2023-07;5
PROCON BALSAS;PAGAMENTO DE FATURA EM POS;2023-08;19
PROCON BALSAS;PAGAMENTO DE FATURA EM POS;2023-09;15
PROCON BALSAS;PAGAMENTO DE FATURA EM POS;2023-10;10
PROCON BALSAS;PAGAMENTO DE FATURA EM POS;2023-11;5
PROCON BALSAS;PAGAMENTO DE FATURA EM POS;2023-12;10
PROCON BALSAS;PAGAMENTO DE FATURA EM POS;2024-01;2
PROCON BALSAS;PAGAMENTO DE FATURA EM POS;2024-02;2
PROCON BALSAS;PAGAMENTO DE FATURA EM POS;2024-03;7
PROCON BALSAS;PAGAMENTO DE FATURA EM POS;2024-04;11
PROCON BALSAS;PAGAMENTO DE FATURA EM POS;2024-05;2
PROCON BALSAS;PAGAMENTO DE FATURA EM POS;2024-06;6
PROCON BALSAS;PAGAMENTO DE FATURA EM POS;2024-07;2
PROCON BALSAS;PAGAMENTO DE FATURA EM POS;2024-08;5
PROCON BALSAS;PAGAMENTO DE FATURA EM POS;2024-09;2
PROCON BALSAS;PAGAMENTO DE FATURA EM POS;2024-10;3
PROCON BALSAS;PAGAMENTO DE FATURA EM POS;2024-11;1
PROCON BALSAS;PAGAMENTO DE FATURA EM POS;2024-12;2
PROCON BALSAS;PAGAMENTO DE FATURA EM POS;2025-03;1
PROCON BALSAS;PAGAMENTO DE FATURA EM POS;2025-05;1
PROCON BALSAS;PAGAMENTO DE FATURA EM POS;2025-06;1
PROCON BALSAS;PAGAMENTO DE FATURA EM POS;2025-08;2
PROCON BALSAS;PAGAMENTO DE FATURA EM POS;2025-09;5
PROCON BALSAS;PAGAMENTO DE FATURA EM POS;2025-10;2
PROCON BALSAS;PARCELAMENTO DE DÉBITO;2023-01;19
PROCON BALSAS;PARCELAMENTO DE DÉBITO;2023-02;11
PROCON BALSAS;PARCELAMENTO DE DÉBITO;2023-03;4
PROCON BALSAS;PARCELAMENTO DE DÉBITO;2023-04;6
PROCON BALSAS;PARCELAMENTO DE DÉBITO;2023-06;4
PROCON BALSAS;PARCELAMENTO DE DÉBITO;2023-07;39
PROCON BALSAS;PARCELAMENTO DE DÉBITO;2023-08;30
PROCON BALSAS;PARCELAMENTO DE DÉBITO;2023-09;22
PROCON BALSAS;PARCELAMENTO DE DÉBITO;2023-10;10
PROCON BALSAS;PARCELAMENTO DE DÉBITO;2023-11;2
PROCON BALSAS;PARCELAMENTO DE DÉBITO;2023-12;11
PROCON BALSAS;PARCELAMENTO DE DÉBITO;2024-01;13
PROCON BALSAS;PARCELAMENTO DE DÉBITO;2024-02;7
PROCON BALSAS;PARCELAMENTO DE DÉBITO;2024-03;7
PROCON BALSAS;PARCELAMENTO DE DÉBITO;2024-04;22
PROCON BALSAS;PARCELAMENTO DE DÉBITO;2024-05;17
PROCON BALSAS;PARCELAMENTO DE DÉBITO;2024-06;13
PROCON BALSAS;PARCELAMENTO DE DÉBITO;2024-07;9
PROCON BALSAS;PARCELAMENTO DE DÉBITO;2024-08;8
PROCON BALSAS;PARCELAMENTO DE DÉBITO;2024-09;6
PROCON BALSAS;PARCELAMENTO DE DÉBITO;2024-10;21
PROCON BALSAS;PARCELAMENTO DE DÉBITO;2024-11;8
PROCON BALSAS;PARCELAMENTO DE DÉBITO;2024-12;10
PROCON BALSAS;PARCELAMENTO DE DÉBITO;2025-01;12
PROCON BALSAS;PARCELAMENTO DE DÉBITO;2025-02;7
PROCON BALSAS;PARCELAMENTO DE DÉBITO;2025-03;6
PROCON BALSAS;PARCELAMENTO DE DÉBITO;2025-04;7
PROCON BALSAS;PARCELAMENTO DE DÉBITO;2025-05;10
PROCON BALSAS;PARCELAMENTO DE DÉBITO;2025-06;8
PROCON BALSAS;PARCELAMENTO DE DÉBITO;2025-07;3
PROCON BALSAS;PARCELAMENTO DE DÉBITO;2025-08;16
PROCON BALSAS;PARCELAMENTO DE DÉBITO;2025-09;14
PROCON BALSAS;PARCELAMENTO DE DÉBITO;2025-10;5
PROCON BALSAS;PODA DE ÁRVORE;2025-01;1
PROCON BALSAS;POSTE AVARIADO;2025-08;1
PROCON BALSAS;PROBLEMA COM EQUIPAMENTO;2023-01;2
PROCON BALSAS;PROBLEMA COM EQUIPAMENTO;2023-02;1
PROCON BALSAS;PROBLEMA COM EQUIPAMENTO;2023-03;2
PROCON BALSAS;PROBLEMA COM EQUIPAMENTO;2023-04;1
PROCON BALSAS;PROBLEMA COM EQUIPAMENTO;2023-06;1
PROCON BALSAS;PROBLEMA COM EQUIPAMENTO;2023-08;1
PROCON BALSAS;PROBLEMA COM EQUIPAMENTO;2023-09;1
PROCON BALSAS;PROBLEMA COM EQUIPAMENTO;2023-10;3
PROCON BALSAS;PROBLEMA COM EQUIPAMENTO;2024-12;1
PROCON BALSAS;PROBLEMA COM EQUIPAMENTO;2025-09;1
PROCON BALSAS;RD - DESLOCAMENTO DE POSTE;2025-08;1
PROCON BALSAS;RECLAMAÇÃO DE CONTAS;2025-02;1
PROCON BALSAS;RECLAMAÇÃO NÍVEL DE TENSÃO (RNT);2025-07;1
PROCON BALSAS;RECLAMAÇÃO NÍVEL DE TENSÃO (RNT);2025-08;4
PROCON BALSAS;RECLAMAÇÃO NÍVEL DE TENSÃO (RNT);2025-09;4
PROCON BALSAS;RELIGAÇÃO;2023-01;14
PROCON BALSAS;RELIGAÇÃO;2023-02;14
PROCON BALSAS;RELIGAÇÃO;2023-03;10
PROCON BALSAS;RELIGAÇÃO;2023-04;6
PROCON BALSAS;RELIGAÇÃO;2023-05;7
PROCON BALSAS;RELIGAÇÃO;2023-06;10
PROCON BALSAS;RELIGAÇÃO;2023-07;8
PROCON BALSAS;RELIGAÇÃO;2023-08;16
PROCON BALSAS;RELIGAÇÃO;2023-09;11
PROCON BALSAS;RELIGAÇÃO;2023-10;11
PROCON BALSAS;RELIGAÇÃO;2023-11;18
PROCON BALSAS;RELIGAÇÃO;2023-12;20
PROCON BALSAS;RELIGAÇÃO;2024-01;33
PROCON BALSAS;RELIGAÇÃO;2024-02;6
PROCON BALSAS;RELIGAÇÃO;2024-03;5
PROCON BALSAS;RELIGAÇÃO;2024-04;6
PROCON BALSAS;RELIGAÇÃO;2024-05;4
PROCON BALSAS;RELIGAÇÃO;2024-06;10
PROCON BALSAS;RELIGAÇÃO;2024-07;11
PROCON BALSAS;RELIGAÇÃO;2024-08;11
PROCON BALSAS;RELIGAÇÃO;2024-09;4
PROCON BALSAS;RELIGAÇÃO;2024-10;8
PROCON BALSAS;RELIGAÇÃO;2024-11;5
PROCON BALSAS;RELIGAÇÃO;2024-12;4
PROCON BALSAS;RELIGAÇÃO;2025-01;6
PROCON BALSAS;RELIGAÇÃO;2025-02;4
PROCON BALSAS;RELIGAÇÃO;2025-03;1
PROCON BALSAS;RELIGAÇÃO;2025-04;2
PROCON BALSAS;RELIGAÇÃO;2025-05;7
PROCON BALSAS;RELIGAÇÃO;2025-06;2
PROCON BALSAS;RELIGAÇÃO;2025-07;3
PROCON BALSAS;RELIGAÇÃO;2025-08;8
PROCON BALSAS;RELIGAÇÃO;2025-09;7
PROCON BALSAS;RELIGAÇÃO;2025-10;4
PROCON BALSAS;SEGUNDA VIA MLA;2023-01;39
PROCON BALSAS;SEGUNDA VIA MLA;2023-02;39
PROCON BALSAS;SEGUNDA VIA MLA;2023-03;61
PROCON BALSAS;SEGUNDA VIA MLA;2023-04;48
PROCON BALSAS;SEGUNDA VIA MLA;2023-05;21
PROCON BALSAS;SEGUNDA VIA MLA;2023-06;16
PROCON BALSAS;SEGUNDA VIA MLA;2023-07;10
PROCON BALSAS;SEGUNDA VIA MLA;2023-08;11
PROCON BALSAS;SEGUNDA VIA MLA;2023-09;15
PROCON BALSAS;SEGUNDA VIA MLA;2023-10;12
PROCON BALSAS;SEGUNDA VIA MLA;2023-11;38
PROCON BALSAS;SEGUNDA VIA MLA;2023-12;69
PROCON BALSAS;SEGUNDA VIA MLA;2024-01;62
PROCON BALSAS;SEGUNDA VIA MLA;2024-02;16
PROCON BALSAS;SEGUNDA VIA MLA;2024-03;3
PROCON BALSAS;SEGUNDA VIA MLA;2024-04;34
PROCON BALSAS;SEGUNDA VIA MLA;2024-05;10
PROCON BALSAS;SEGUNDA VIA MLA;2024-06;19
PROCON BALSAS;SEGUNDA VIA MLA;2024-07;4
PROCON BALSAS;SEGUNDA VIA MLA;2024-08;32
PROCON BALSAS;SEGUNDA VIA MLA;2024-09;42
PROCON BALSAS;SEGUNDA VIA MLA;2024-10;51
PROCON BALSAS;SEGUNDA VIA MLA;2024-11;37
PROCON BALSAS;SEGUNDA VIA MLA;2024-12;39
PROCON BALSAS;SEGUNDA VIA MLA;2025-01;53
PROCON BALSAS;SEGUNDA VIA MLA;2025-02;15
PROCON BALSAS;SEGUNDA VIA MLA;2025-04;2
PROCON BALSAS;SEGUNDA VIA MLA;2025-05;1
PROCON BALSAS;SEGUNDA VIA MLA;2025-07;1
PROCON BALSAS;SERVIÇO EMERGENCIAL;2023-01;19
PROCON BALSAS;SERVIÇO EMERGENCIAL;2023-02;15
PROCON BALSAS;SERVIÇO EMERGENCIAL;2023-03;3
PROCON BALSAS;SERVIÇO EMERGENCIAL;2023-04;11
PROCON BALSAS;SERVIÇO EMERGENCIAL;2023-05;5
PROCON BALSAS;SERVIÇO EMERGENCIAL;2023-06;5
PROCON BALSAS;SERVIÇO EMERGENCIAL;2023-07;7
PROCON BALSAS;SERVIÇO EMERGENCIAL;2023-08;3
PROCON BALSAS;SERVIÇO EMERGENCIAL;2023-09;7
PROCON BALSAS;SERVIÇO EMERGENCIAL;2023-10;9
PROCON BALSAS;SERVIÇO EMERGENCIAL;2023-11;22
PROCON BALSAS;SERVIÇO EMERGENCIAL;2023-12;20
PROCON BALSAS;SERVIÇO EMERGENCIAL;2024-01;23
PROCON BALSAS;SERVIÇO EMERGENCIAL;2024-02;11
PROCON BALSAS;SERVIÇO EMERGENCIAL;2024-03;5
PROCON BALSAS;SERVIÇO EMERGENCIAL;2024-04;9
PROCON BALSAS;SERVIÇO EMERGENCIAL;2024-05;6
PROCON BALSAS;SERVIÇO EMERGENCIAL;2024-06;8
PROCON BALSAS;SERVIÇO EMERGENCIAL;2024-07;3
PROCON BALSAS;SERVIÇO EMERGENCIAL;2024-08;14
PROCON BALSAS;SERVIÇO EMERGENCIAL;2024-09;3
PROCON BALSAS;SERVIÇO EMERGENCIAL;2024-10;16
PROCON BALSAS;SERVIÇO EMERGENCIAL;2024-11;9
PROCON BALSAS;SERVIÇO EMERGENCIAL;2024-12;4
PROCON BALSAS;SERVIÇO EMERGENCIAL;2025-01;22
PROCON BALSAS;SERVIÇO EMERGENCIAL;2025-02;11
PROCON BALSAS;SERVIÇO EMERGENCIAL;2025-03;1
PROCON BALSAS;SERVIÇO EMERGENCIAL;2025-04;5
PROCON BALSAS;SERVIÇO EMERGENCIAL;2025-05;2
PROCON BALSAS;SERVIÇO EMERGENCIAL;2025-06;2
PROCON BALSAS;SERVIÇO EMERGENCIAL;2025-07;2
PROCON BALSAS;SERVIÇO EMERGENCIAL;2025-08;3
PROCON BALSAS;SERVIÇO EMERGENCIAL;2025-09;4
PROCON BALSAS;SERVIÇO EMERGENCIAL;2025-10;5
PROCON BALSAS;SERVIÇOS TECNICO DE REDE;2023-02;3
PROCON BALSAS;SERVIÇOS TECNICO DE REDE;2023-04;1
PROCON BALSAS;SERVIÇOS TECNICO DE REDE;2023-08;1
PROCON BALSAS;SERVIÇOS TECNICO DE REDE;2023-09;1
PROCON BALSAS;SERVIÇOS TECNICO DE REDE;2023-11;2
PROCON BALSAS;SERVIÇOS TECNICO DE REDE;2023-12;1
PROCON BALSAS;SERVIÇOS TECNICO DE REDE;2024-01;1
PROCON BALSAS;SERVIÇOS TECNICO DE REDE;2024-03;1
PROCON BALSAS;SERVIÇOS TECNICO DE REDE;2024-08;1
PROCON BALSAS;SERVIÇOS TECNICO DE REDE;2024-09;1
PROCON BALSAS;SERVIÇOS TECNICO DE REDE;2025-01;1
PROCON BALSAS;SERVIÇOS TECNICO DE REDE;2025-04;1
PROCON BALSAS;SOLICITAÇÃO DE AFERIÇÃO NO MEDIDOR;2023-08;1
PROCON BALSAS;SOLICITAÇÃO DE AFERIÇÃO NO MEDIDOR;2025-03;1
PROCON BALSAS;TROCA DE PADRÃO;2023-01;1
PROCON BALSAS;TROCA DE PADRÃO;2023-03;1
PROCON BALSAS;TROCA DE PADRÃO;2023-04;1
PROCON BALSAS;TROCA DE PADRÃO;2023-10;1
PROCON BALSAS;TROCA DE PADRÃO;2023-11;2
PROCON BALSAS;TROCA DE PADRÃO;2023-12;2
PROCON BALSAS;TROCA DE PADRÃO;2024-05;1
PROCON BALSAS;TROCA DE PADRÃO;2024-06;1
PROCON BALSAS;TROCA DE PADRÃO;2025-10;1
PROCON BALSAS;TROCA DE TITULARIDADE;2023-01;12
PROCON BALSAS;TROCA DE TITULARIDADE;2023-02;10
PROCON BALSAS;TROCA DE TITULARIDADE;2023-03;9
PROCON BALSAS;TROCA DE TITULARIDADE;2023-04;2
PROCON BALSAS;TROCA DE TITULARIDADE;2023-05;2
PROCON BALSAS;TROCA DE TITULARIDADE;2023-06;4
PROCON BALSAS;TROCA DE TITULARIDADE;2023-07;2
PROCON BALSAS;TROCA DE TITULARIDADE;2023-08;4
PROCON BALSAS;TROCA DE TITULARIDADE;2023-09;3
PROCON BALSAS;TROCA DE TITULARIDADE;2023-10;4
PROCON BALSAS;TROCA DE TITULARIDADE;2023-11;14
PROCON BALSAS;TROCA DE TITULARIDADE;2023-12;15
PROCON BALSAS;TROCA DE TITULARIDADE;2024-01;10
PROCON BALSAS;TROCA DE TITULARIDADE;2024-02;3
PROCON BALSAS;TROCA DE TITULARIDADE;2024-03;2
PROCON BALSAS;TROCA DE TITULARIDADE;2024-04;6
PROCON BALSAS;TROCA DE TITULARIDADE;2024-05;5
PROCON BALSAS;TROCA DE TITULARIDADE;2024-06;7
PROCON BALSAS;TROCA DE TITULARIDADE;2024-07;1
PROCON BALSAS;TROCA DE TITULARIDADE;2024-08;4
PROCON BALSAS;TROCA DE TITULARIDADE;2024-09;4
PROCON BALSAS;TROCA DE TITULARIDADE;2024-10;5
PROCON BALSAS;TROCA DE TITULARIDADE;2024-11;1
PROCON BALSAS;TROCA DE TITULARIDADE;2024-12;1
PROCON BALSAS;TROCA DE TITULARIDADE;2025-01;6
PROCON BALSAS;TROCA DE TITULARIDADE;2025-02;3
PROCON BALSAS;TROCA DE TITULARIDADE;2025-03;1
PROCON BALSAS;TROCA DE TITULARIDADE;2025-04;3
PROCON BALSAS;TROCA DE TITULARIDADE;2025-07;1
PROCON BALSAS;TROCA DE TITULARIDADE;2025-08;3
PROCON BALSAS;TROCA DE TITULARIDADE;2025-09;3
PROCON BALSAS;TROCA DE TITULARIDADE;2025-10;1
RAPOSA;1ª VIA DE CONTA;2025-02;5
RAPOSA;1ª VIA DE CONTA;2025-03;6
RAPOSA;1ª VIA DE CONTA;2025-07;43
RAPOSA;1ª VIA DE CONTA;2025-08;7
RAPOSA;ACUMULO DE CONSUMO;2023-02;1
RAPOSA;ACUMULO DE CONSUMO;2023-06;3
RAPOSA;ALTERAÇÃO CADASTRAL;2023-01;1
RAPOSA;ALTERAÇÃO CADASTRAL;2023-02;2
RAPOSA;ALTERAÇÃO CADASTRAL;2023-03;3
RAPOSA;ALTERAÇÃO CADASTRAL;2023-04;4
RAPOSA;ALTERAÇÃO CADASTRAL;2023-05;4
RAPOSA;ALTERAÇÃO CADASTRAL;2023-06;2
RAPOSA;ALTERAÇÃO CADASTRAL;2023-07;6
RAPOSA;ALTERAÇÃO CADASTRAL;2023-08;7
RAPOSA;ALTERAÇÃO CADASTRAL;2023-09;22
RAPOSA;ALTERAÇÃO CADASTRAL;2023-10;18
RAPOSA;ALTERAÇÃO CADASTRAL;2023-11;41
RAPOSA;ALTERAÇÃO CADASTRAL;2023-12;35
RAPOSA;ALTERAÇÃO CADASTRAL;2024-01;60
RAPOSA;ALTERAÇÃO CADASTRAL;2024-02;48
RAPOSA;ALTERAÇÃO CADASTRAL;2024-03;53
RAPOSA;ALTERAÇÃO CADASTRAL;2024-04;55
RAPOSA;ALTERAÇÃO CADASTRAL;2024-05;62
RAPOSA;ALTERAÇÃO CADASTRAL;2024-06;37
RAPOSA;ALTERAÇÃO CADASTRAL;2024-07;33
RAPOSA;ALTERAÇÃO CADASTRAL;2024-08;17
RAPOSA;ALTERAÇÃO CADASTRAL;2024-09;21
RAPOSA;ALTERAÇÃO CADASTRAL;2024-10;42
RAPOSA;ALTERAÇÃO CADASTRAL;2024-11;51
RAPOSA;ALTERAÇÃO CADASTRAL;2024-12;40
RAPOSA;ALTERAÇÃO CADASTRAL;2025-01;57
RAPOSA;ALTERAÇÃO CADASTRAL;2025-02;35
RAPOSA;ALTERAÇÃO CADASTRAL;2025-03;26
RAPOSA;ALTERAÇÃO CADASTRAL;2025-04;22
RAPOSA;ALTERAÇÃO CADASTRAL;2025-05;10
RAPOSA;ALTERAÇÃO CADASTRAL;2025-06;10
RAPOSA;ALTERAÇÃO CADASTRAL;2025-07;7
